loss,accuracy,val_loss,val_accuracy
0.4935202896595001,0.8410416841506958,0.08527756482362747,0.9748809337615967
0.16081391274929047,0.949821412563324,0.0672672912478447,0.9809523820877075
0.12104909121990204,0.9620237946510315,0.05626817047595978,0.98416668176651
0.09807474911212921,0.9702678322792053,0.045103803277015686,0.9871428608894348
0.08472301065921783,0.9749107360839844,0.04563528299331665,0.9866666793823242
0.08221602439880371,0.9757142663002014,0.03670475631952286,0.9904761910438538
0.07228472083806992,0.9779166579246521,0.034782346338033676,0.9903571605682373
0.06680647283792496,0.979285717010498,0.04785652458667755,0.9864285588264465
0.06276734918355942,0.9804166555404663,0.057941269129514694,0.9869047403335571
0.06143547594547272,0.9816368818283081,0.04004301130771637,0.9905952215194702
0.057361867278814316,0.982619047164917,0.03719046711921692,0.9898809790611267
0.054525915533304214,0.9834821224212646,0.04795723780989647,0.9886904954910278
0.05467348173260689,0.9841071367263794,0.05620719864964485,0.9861904978752136
0.05095512792468071,0.9842857122421265,0.047084055840969086,0.9867857098579407
0.04881381615996361,0.9853869080543518,0.036839455366134644,0.9909523725509644
0.05050110071897507,0.9844345450401306,0.04573926702141762,0.9894047379493713
0.05099071189761162,0.9853273630142212,0.03574959933757782,0.9908333420753479
0.04648692533373833,0.985535740852356,0.035551611334085464,0.9909523725509644
0.04601283743977547,0.9868154525756836,0.038050875067710876,0.9907143115997314
0.045921098440885544,0.9866964221000671,0.03398827835917473,0.9916666746139526
0.04092148318886757,0.9879166483879089,0.05121508240699768,0.9878571629524231
0.04544490575790405,0.9870238304138184,0.050219181925058365,0.9885714054107666
0.04507286846637726,0.9866666793823242,0.04285428673028946,0.989642858505249
0.04410755634307861,0.9872618913650513,0.03946540132164955,0.9904761910438538
0.042553406208753586,0.987708330154419,0.04463079571723938,0.9907143115997314
0.04053642600774765,0.9882440567016602,0.05626539885997772,0.9895238280296326
0.040177296847105026,0.988303542137146,0.03503316640853882,0.9916666746139526
0.04170626401901245,0.987708330154419,0.0421568937599659,0.9907143115997314
0.04247436299920082,0.987500011920929,0.040609244257211685,0.991190493106842
0.039759911596775055,0.9881845116615295,0.051838528364896774,0.9888095259666443
0.039178743958473206,0.9887499809265137,0.043095167726278305,0.9902380704879761
0.038223665207624435,0.9885416626930237,0.051310230046510696,0.9900000095367432
0.03991417586803436,0.9888392686843872,0.05601266399025917,0.987500011920929
0.037059247493743896,0.9893154501914978,0.0358443446457386,0.992976188659668
0.04050518572330475,0.9881250262260437,0.0575844869017601,0.9908333420753479
0.03865833953022957,0.9883630871772766,0.04964997246861458,0.9910714030265808
0.03873475268483162,0.988303542137146,0.05354532599449158,0.9894047379493713
0.03943892940878868,0.9878273606300354,0.051502082496881485,0.9904761910438538
0.03784371167421341,0.9895833134651184,0.04300624132156372,0.9908333420753479
0.03445848450064659,0.9899107217788696,0.04064412787556648,0.9908333420753479
0.03694967180490494,0.989464282989502,0.05707390978932381,0.9909523725509644
0.03968612849712372,0.9887499809265137,0.05429261922836304,0.9891666769981384
0.03571631759405136,0.9900000095367432,0.0476577952504158,0.9909523725509644
0.034370966255664825,0.9905952215194702,0.05280324071645737,0.9902380704879761
0.03784312307834625,0.9892261624336243,0.05551076680421829,0.9867857098579407
0.036349114030599594,0.9897024035453796,0.048896800726652145,0.991428554058075
0.039612364023923874,0.9887499809265137,0.04609513655304909,0.9922618865966797
0.033827852457761765,0.9909523725509644,0.04585118219256401,0.991428554058075
0.036361709237098694,0.9897024035453796,0.05011746287345886,0.9909523725509644
0.03519054502248764,0.9902380704879761,0.08163931965827942,0.9851190447807312
