loss,accuracy,val_loss,val_accuracy
0.5896922945976257,0.804315447807312,0.10503438860177994,0.9704762101173401
0.195533886551857,0.9383333325386047,0.08542925864458084,0.9746428728103638
0.1439478099346161,0.9552381038665771,0.07622479647397995,0.9795238375663757
0.12416380643844604,0.9621726274490356,0.05874341353774071,0.9819047451019287
0.10461243242025375,0.9683035612106323,0.0462166965007782,0.9869047403335571
0.09727727621793747,0.9708035588264465,0.04575854912400246,0.9863095283508301
0.09210651367902756,0.9729464054107666,0.046297214925289154,0.9847618937492371
0.08607707917690277,0.9741666913032532,0.043723996728658676,0.988095223903656
0.07723311334848404,0.9766666889190674,0.055061519145965576,0.9858333468437195
0.0762341246008873,0.9763095378875732,0.04042331501841545,0.9884523749351501
0.07256671041250229,0.9778273701667786,0.04471397399902344,0.988095223903656
0.07290297001600266,0.9776190519332886,0.04013672471046448,0.9900000095367432
0.06870400905609131,0.9798214435577393,0.03921286761760712,0.9885714054107666
0.0644490197300911,0.9812202453613281,0.04124642536044121,0.9907143115997314
0.06508872658014297,0.9796130657196045,0.03138592466711998,0.9915476441383362
0.06035575270652771,0.9822618961334229,0.04244305193424225,0.9892857074737549
0.06013767048716545,0.9820535778999329,0.049725063145160675,0.9895238280296326
0.05703926458954811,0.9835416674613953,0.04121788591146469,0.9888095259666443
0.06133130192756653,0.9823511838912964,0.044604621827602386,0.9892857074737549
0.05561991408467293,0.9831845164299011,0.037398938089609146,0.9903571605682373
0.05752362310886383,0.9841368794441223,0.03760791942477226,0.9900000095367432
0.05507044494152069,0.9836905002593994,0.0493350625038147,0.987500011920929
0.056104790419340134,0.9830952286720276,0.0380542054772377,0.9900000095367432
0.05407331511378288,0.9843154549598694,0.039289724081754684,0.9897618889808655
0.05224131420254707,0.9849404692649841,0.044849712401628494,0.9883333444595337
0.04858648404479027,0.985535740852356,0.04843965545296669,0.9888095259666443
0.051901280879974365,0.9844642877578735,0.060777436941862106,0.986547589302063
0.05222572013735771,0.984970211982727,0.03702434524893761,0.9910714030265808
0.05100087821483612,0.9843452572822571,0.0378425307571888,0.9903571605682373
0.05011381953954697,0.9852083325386047,0.03947265446186066,0.9901190400123596
0.048714011907577515,0.9853571653366089,0.04775656759738922,0.9886904954910278
0.0478191152215004,0.986130952835083,0.04296950250864029,0.9905952215194702
0.049958836287260056,0.9855952262878418,0.0467689074575901,0.989642858505249
0.04376550391316414,0.9869047403335571,0.04001414403319359,0.9921428561210632
0.051166363060474396,0.9850000143051147,0.04815490543842316,0.988095223903656
0.04811163246631622,0.9860416650772095,0.04504996910691261,0.9886904954910278
0.044681381434202194,0.9869345426559448,0.040451955050230026,0.9901190400123596
0.04677120968699455,0.9862202405929565,0.04385928809642792,0.9907143115997314
0.04550191015005112,0.9861012101173401,0.04986279457807541,0.9902380704879761
0.04808683693408966,0.985922634601593,0.049030739814043045,0.9878571629524231
0.04841501638293266,0.9858630895614624,0.05188781023025513,0.9888095259666443
0.047618381679058075,0.9858630895614624,0.04694125056266785,0.9897618889808655
0.04408259317278862,0.9875297546386719,0.04843352362513542,0.9905952215194702
0.04298923537135124,0.987291693687439,0.05238974466919899,0.9902380704879761
0.0442180335521698,0.9875594973564148,0.041486334055662155,0.9905952215194702
0.04348153620958328,0.9865178465843201,0.046817466616630554,0.9898809790611267
0.04157581925392151,0.9874702095985413,0.04058179631829262,0.9905952215194702
0.0465531051158905,0.9861606955528259,0.0432513952255249,0.9913095235824585
0.04401629790663719,0.9865773916244507,0.05223037302494049,0.989047646522522
0.04670363664627075,0.9867857098579407,0.05656648799777031,0.988095223903656
