loss,accuracy,val_loss,val_accuracy
0.7040003538131714,0.7646726369857788,0.34279200434684753,0.8886904716491699
0.22021633386611938,0.9307143092155457,0.21002283692359924,0.9363095164299011
0.14288461208343506,0.9539285898208618,0.16688723862171173,0.9496428370475769
0.10372191667556763,0.9655357003211975,0.15474379062652588,0.95333331823349
0.07597121596336365,0.9760119318962097,0.18754059076309204,0.944523811340332
0.06088779494166374,0.9793750047683716,0.1515280306339264,0.9571428298950195
0.04574758559465408,0.9847321510314941,0.19340068101882935,0.949404776096344
0.04573408514261246,0.9843452572822571,0.17039082944393158,0.9576190710067749
0.03641911968588829,0.9881547689437866,0.19262930750846863,0.9596428275108337
0.029446883127093315,0.9896131157875061,0.20333988964557648,0.9569047689437866
0.03197798132896423,0.9893452525138855,0.22135022282600403,0.9514285922050476
0.024547023698687553,0.991428554058075,0.28405648469924927,0.9523809552192688
0.021703455597162247,0.9923809766769409,0.23755794763565063,0.9567857384681702
0.025422338396310806,0.9922916889190674,0.20571617782115936,0.9579761624336243
0.020781725645065308,0.9938690662384033,0.25014185905456543,0.9536904692649841
0.021398359909653664,0.9934226274490356,0.2591823637485504,0.9572619199752808
0.018029488623142242,0.9944345355033875,0.33144593238830566,0.9503571391105652
0.021825723350048065,0.9932440519332886,0.26660439372062683,0.95333331823349
0.01811225898563862,0.9939880967140198,0.23642215132713318,0.9583333134651184
0.014999200589954853,0.995327353477478,0.28062543272972107,0.9565476179122925
0.019012823700904846,0.9944642782211304,0.2524990439414978,0.9605952501296997
0.01307491585612297,0.9964285492897034,0.30857381224632263,0.9555952548980713
0.019485650584101677,0.9940773844718933,0.26060447096824646,0.9605952501296997
0.013175524771213531,0.9963988065719604,0.30351051688194275,0.9551190733909607
0.014024462550878525,0.9957737922668457,0.32631754875183105,0.954880952835083
0.017561469227075577,0.9955952167510986,0.3515034317970276,0.9547619223594666
0.01684136688709259,0.9956250190734863,0.30319055914878845,0.9549999833106995
0.012534844689071178,0.9966369271278381,0.2818201184272766,0.959761917591095
0.010797292925417423,0.9968155026435852,0.3290872573852539,0.9574999809265137
0.01962115801870823,0.994732141494751,0.30016639828681946,0.9595237970352173
0.010338160209357738,0.9972618818283081,0.33996203541755676,0.958809494972229
0.01761290803551674,0.9952976107597351,0.35431453585624695,0.958214282989502
0.012781020253896713,0.9967857003211975,0.4088413715362549,0.9520238041877747
0.013829434290528297,0.9958333373069763,0.3391839265823364,0.9572619199752808
0.013569919392466545,0.9961606860160828,0.42178139090538025,0.9561904668807983
0.01318114623427391,0.9967262148857117,0.39870861172676086,0.9541666507720947
0.01331835612654686,0.9966071248054504,0.31843245029449463,0.9592857360839844
0.011994494125247002,0.9965476393699646,0.3815869688987732,0.9589285850524902
0.01045055128633976,0.9973214268684387,0.33492887020111084,0.9589285850524902
0.016919445246458054,0.9957143068313599,0.3738258481025696,0.9576190710067749
0.010791146196424961,0.9970535635948181,0.3829931914806366,0.9573809504508972
0.010563571937382221,0.9971428513526917,0.43212002515792847,0.9565476179122925
0.012645713984966278,0.9969047904014587,0.3761683404445648,0.9598809480667114
0.01067785732448101,0.9972916841506958,0.4312819838523865,0.9594047665596008
0.019748147577047348,0.9957737922668457,0.3886853754520416,0.9614285826683044
0.009320694953203201,0.9975000023841858,0.37650781869888306,0.9644047617912292
0.006324515212327242,0.9983928799629211,0.3794620931148529,0.9605952501296997
0.01589798741042614,0.9963988065719604,0.4317854046821594,0.9563094973564148
0.0078665092587471,0.9976785778999329,0.3970663547515869,0.9578571319580078
0.011606882326304913,0.9969047904014587,0.3992963135242462,0.9617857336997986
