loss,accuracy,val_loss,val_accuracy,lr
0.5670214295387268,0.8238095045089722,0.2980860471725464,0.9016666412353516,0.0010000000474974513
0.16504517197608948,0.9518452286720276,0.126250222325325,0.9695237874984741,0.0010000000474974513
0.1499292105436325,0.9581547379493713,0.30204105377197266,0.9102380871772766,0.0010000000474974513
0.12998627126216888,0.9643750190734863,0.10673784464597702,0.9795238375663757,0.0010000000474974513
0.12270992994308472,0.9687202572822571,0.07720812410116196,0.9815475940704346,0.0010000000474974513
0.10765602439641953,0.9703273773193359,0.07239246368408203,0.9871428608894348,0.0010000000474974513
0.09956639260053635,0.9741368889808655,0.08538726717233658,0.9759523868560791,0.0010000000474974513
0.10152897238731384,0.9725297689437866,0.073587566614151,0.9869047403335571,0.0010000000474974513
0.08555692434310913,0.9770833253860474,0.09224195033311844,0.9816666841506958,0.0010000000474974513
0.09353160858154297,0.9763095378875732,0.0659215971827507,0.9860714077949524,0.0010000000474974513
0.07863079011440277,0.980446457862854,0.08696764707565308,0.981071412563324,0.0010000000474974513
0.08113797008991241,0.9784523844718933,0.05004485324025154,0.9922618865966797,0.0010000000474974513
0.07264546304941177,0.9819047451019287,0.04733474180102348,0.9915476441383362,0.0010000000474974513
0.07421417534351349,0.9811607003211975,0.05261314660310745,0.991428554058075,0.0010000000474974513
0.06328191608190536,0.9839583039283752,0.061925653368234634,0.9872618913650513,0.0010000000474974513
0.066696897149086,0.9826487898826599,0.05647311359643936,0.9892857074737549,0.0010000000474974513
0.0678674727678299,0.9829166531562805,0.06369543820619583,0.991190493106842,0.0010000000474974513
0.05993495136499405,0.9845535755157471,0.08173149079084396,0.9848809242248535,0.0010000000474974513
0.04696409031748772,0.9879166483879089,0.033220380544662476,0.9936904907226562,0.0004700000281445682
0.04245050624012947,0.9889583587646484,0.033498093485832214,0.9936904907226562,0.0004700000281445682
0.03670601174235344,0.9907737970352173,0.03025675006210804,0.9938095211982727,0.0004700000281445682
0.03608950972557068,0.9902678728103638,0.02733197622001171,0.9947618842124939,0.0004700000281445682
0.037060316652059555,0.9901785850524902,0.03935983031988144,0.9930952191352844,0.0004700000281445682
0.03687496855854988,0.9905059337615967,0.0316082201898098,0.994523823261261,0.0004700000281445682
0.03695216774940491,0.9898214340209961,0.02829192578792572,0.9950000047683716,0.0004700000281445682
0.03637193515896797,0.9908928275108337,0.052152156829833984,0.9902380704879761,0.0004700000281445682
0.03267711028456688,0.991428554058075,0.029050687327980995,0.9950000047683716,0.0004700000281445682
0.027303235605359077,0.9923214316368103,0.027645625174045563,0.9952380657196045,0.00022090000857133418
0.025959255173802376,0.9927976131439209,0.02690667100250721,0.994523823261261,0.00022090000857133418
0.02261665277183056,0.9939285516738892,0.020318089053034782,0.9953571557998657,0.00022090000857133418
0.02245376445353031,0.9937499761581421,0.024012086912989616,0.9947618842124939,0.00022090000857133418
0.022156745195388794,0.9938988089561462,0.02805427834391594,0.9939285516738892,0.00022090000857133418
0.021735437214374542,0.9937499761581421,0.03116503357887268,0.9936904907226562,0.00022090000857133418
0.02275025099515915,0.993571400642395,0.028430946171283722,0.994523823261261,0.00022090000857133418
0.019490433856844902,0.9943452477455139,0.021835288032889366,0.9958333373069763,0.00022090000857133418
0.02101575769484043,0.9944345355033875,0.023653600364923477,0.9957143068313599,0.00010382300388300791
0.017728915438055992,0.9952380657196045,0.02614409662783146,0.994523823261261,0.00010382300388300791
0.017490318045020103,0.9953571557998657,0.024673758074641228,0.9947618842124939,0.00010382300388300791
0.01650778204202652,0.9955059289932251,0.023614956066012383,0.995119035243988,0.00010382300388300791
