loss,accuracy,val_loss,val_accuracy,lr
0.4802919030189514,0.8401488065719604,0.13186080753803253,0.9641666412353516,0.0010000000474974513
0.15906451642513275,0.9506250023841858,0.05692229047417641,0.9838095307350159,0.0010000000474974513
0.13055476546287537,0.9608928561210632,0.05245812609791756,0.9872618913650513,0.0010000000474974513
0.1151929646730423,0.9649404883384705,0.0490194596350193,0.9869047403335571,0.0010000000474974513
0.10896242409944534,0.9673214554786682,0.044889990240335464,0.9870238304138184,0.0010000000474974513
0.09917265921831131,0.9702083468437195,0.04635017737746239,0.9878571629524231,0.0010000000474974513
0.09870754182338715,0.971875011920929,0.046563826501369476,0.9858333468437195,0.0010000000474974513
0.09209024161100388,0.9735119342803955,0.04319700971245766,0.9882143139839172,0.0010000000474974513
0.08567812293767929,0.9739285707473755,0.04769250378012657,0.9871428608894348,0.0010000000474974513
0.08807286620140076,0.9747023582458496,0.057308997958898544,0.9863095283508301,0.0010000000474974513
0.0895577222108841,0.9745237827301025,0.036936767399311066,0.9897618889808655,0.0010000000474974513
0.08051848411560059,0.9765178561210632,0.04066247120499611,0.9882143139839172,0.0010000000474974513
0.0856437087059021,0.9752380847930908,0.03892645612359047,0.9889285564422607,0.0010000000474974513
0.0767270028591156,0.9774107336997986,0.02983979694545269,0.991190493106842,0.0010000000474974513
0.07650236785411835,0.9767559766769409,0.03333730250597,0.9908333420753479,0.0010000000474974513
0.08210345357656479,0.9767559766769409,0.041088029742240906,0.9901190400123596,0.0010000000474974513
0.07812502980232239,0.9789583086967468,0.0408489927649498,0.9886904954910278,0.0010000000474974513
0.08201385289430618,0.9772023558616638,0.03405534848570824,0.9903571605682373,0.0010000000474974513
0.07296361774206161,0.9798511862754822,0.03467073291540146,0.9913095235824585,0.0010000000474974513
0.06023852527141571,0.9828571677207947,0.029360638931393623,0.9917857050895691,0.0004700000281445682
0.05321074649691582,0.9839285612106323,0.026771169155836105,0.9926190376281738,0.0004700000281445682
0.048426542431116104,0.9861012101173401,0.02557891048491001,0.9938095211982727,0.0004700000281445682
0.052975866943597794,0.9846428632736206,0.025541728362441063,0.9934523701667786,0.0004700000281445682
0.048689085990190506,0.9851190447807312,0.02811318449676037,0.9933333396911621,0.0004700000281445682
0.04826381802558899,0.9858035445213318,0.02851748839020729,0.992976188659668,0.0004700000281445682
0.050924938172101974,0.9854464530944824,0.026020504534244537,0.992976188659668,0.0004700000281445682
0.04963657259941101,0.9864285588264465,0.025195367634296417,0.9941666722297668,0.0004700000281445682
0.046527523547410965,0.9857142567634583,0.027968185022473335,0.9923809766769409,0.0004700000281445682
0.04680643603205681,0.9870535731315613,0.029487252235412598,0.9925000071525574,0.0004700000281445682
0.045661721378564835,0.9860714077949524,0.03497723117470741,0.9905952215194702,0.0004700000281445682
0.04807746782898903,0.9861904978752136,0.029204467311501503,0.9913095235824585,0.0004700000281445682
0.04661688953638077,0.9862202405929565,0.02647799253463745,0.9932143092155457,0.0004700000281445682
0.03717047721147537,0.9887797832489014,0.023046299815177917,0.9941666722297668,0.00022090000857133418
0.03617093339562416,0.9889583587646484,0.026312528178095818,0.9930952191352844,0.00022090000857133418
