rotation_range,width_shift_range,hight_shift_range,shear_range,zoom_range,val_loss
2.5,0.1,0.1,2.5,0.17,0.022584974765777588
2.5,0.1,0.2,2.5,0.17,0.021533777937293053
2.5,0.1,0.3,2.5,0.17,0.021640988066792488
2.5,0.2,0.1,2.5,0.17,0.019082391634583473
2.5,0.2,0.2,2.5,0.17,0.02029610238969326
2.5,0.2,0.3,2.5,0.17,0.02165456861257553
2.5,0.3,0.1,2.5,0.17,0.02273428626358509
2.5,0.3,0.2,2.5,0.17,0.025374872609972954
2.5,0.3,0.3,2.5,0.17,0.0198927391320467
