,loss,accuracy,val_loss,val_accuracy
0,0.5828626751899719,0.8044940233230591,0.22975175082683563,0.9313095211982727
1,0.1968042105436325,0.9391369223594666,0.1992398202419281,0.9388095140457153
2,0.14874711632728577,0.9539285898208618,0.14776623249053955,0.9524999856948853
3,0.1271073967218399,0.960565447807312,0.11214859038591385,0.9655952453613281
4,0.11608231067657471,0.9647023677825928,0.12696626782417297,0.9616666436195374
5,0.10469621419906616,0.96854168176651,0.11332057416439056,0.965833306312561
6,0.09582383930683136,0.9717559814453125,0.10205001384019852,0.9691666960716248
7,0.09491310268640518,0.9724107384681702,0.09496564418077469,0.9713095426559448
8,0.08515693992376328,0.9744940400123596,0.10120876878499985,0.9697619080543518
9,0.08395363390445709,0.9750000238418579,0.07320189476013184,0.978690505027771
10,0.08458895981311798,0.9746428728103638,0.09335518628358841,0.9715476036071777
11,0.0795578733086586,0.9765475988388062,0.07217943668365479,0.9790475964546204
12,0.07736328989267349,0.9772321581840515,0.07707849889993668,0.979285717010498
13,0.07873071730136871,0.9769047498703003,0.07727722823619843,0.978690505027771
14,0.07157903164625168,0.9783630967140198,0.07300695776939392,0.9780952334403992
15,0.07416632026433945,0.9782738089561462,0.07282770425081253,0.978690505027771
16,0.06934081017971039,0.9800893068313599,0.07813013345003128,0.9794047474861145
17,0.07041861116886139,0.9790475964546204,0.07248363643884659,0.9788095355033875
18,0.07116596400737762,0.9787797331809998,0.07687835395336151,0.9790475964546204
19,0.06405674666166306,0.9805059432983398,0.06773916631937027,0.9805952310562134
20,0.06723446398973465,0.9800297617912292,0.06302700936794281,0.9811905026435852
21,0.06388561427593231,0.9809523820877075,0.06860734522342682,0.9801190495491028
22,0.06663834303617477,0.9812797904014587,0.0696011334657669,0.9804762005805969
23,0.060164909809827805,0.9815773963928223,0.059721190482378006,0.9827380776405334
24,0.06413031369447708,0.9808928370475769,0.06509390473365784,0.9798809289932251
25,0.06258831918239594,0.9819345474243164,0.06403226405382156,0.9823809266090393
26,0.06617322564125061,0.980654776096344,0.06700951606035233,0.9805952310562134
27,0.06296707689762115,0.9824404716491699,0.06083531677722931,0.9830952286720276
28,0.05949581786990166,0.9829464554786682,0.07414153963327408,0.9798809289932251
29,0.06475433707237244,0.981071412563324,0.05596046894788742,0.9853571653366089
30,0.061628956347703934,0.9823809266090393,0.07389937341213226,0.978690505027771
31,0.05686711147427559,0.9833928346633911,0.07575098425149918,0.978690505027771
32,0.06130443140864372,0.9824404716491699,0.06946912407875061,0.9813095331192017
33,0.055598337203264236,0.9834821224212646,0.068597711622715,0.9823809266090393
34,0.05805820971727371,0.9827976226806641,0.06365249305963516,0.9822618961334229
35,0.056334227323532104,0.9843452572822571,0.07941928505897522,0.9789285659790039
36,0.05340703949332237,0.9840178489685059,0.07588193565607071,0.9797618985176086
37,0.056587617844343185,0.9830654859542847,0.06704473495483398,0.9805952310562134
38,0.05569816753268242,0.9832440614700317,0.06650076806545258,0.9813095331192017
39,0.054435957223176956,0.9844345450401306,0.07160918414592743,0.9805952310562134
40,0.05600600689649582,0.9835416674613953,0.08105906844139099,0.9790475964546204
41,0.05391189828515053,0.9846131205558777,0.06861601024866104,0.9827380776405334
42,0.05794975906610489,0.9842857122421265,0.059425171464681625,0.982619047164917
43,0.056364476680755615,0.9837499856948853,0.06026467680931091,0.983214259147644
44,0.0576481968164444,0.9836905002593994,0.06731797754764557,0.9808333516120911
45,0.05402866005897522,0.9848809242248535,0.06739865243434906,0.9814285635948181
46,0.05695414915680885,0.983214259147644,0.07056860625743866,0.9802380800247192
47,0.056346967816352844,0.9836309552192688,0.05377828702330589,0.9844047427177429
48,0.054874494671821594,0.9841964244842529,0.06395677477121353,0.9819047451019287
