,loss,accuracy,val_loss,val_accuracy
0,0.715766966342926,0.7624702453613281,0.3244711458683014,0.9040476083755493
1,0.25821202993392944,0.9189881086349487,0.17299295961856842,0.9526190757751465
2,0.19815276563167572,0.9380059242248535,0.1460796445608139,0.9573809504508972
3,0.1635158509016037,0.949196457862854,0.1445111185312271,0.9589285850524902
4,0.15092472732067108,0.9542559385299683,0.12802082300186157,0.9626190662384033
5,0.13860467076301575,0.9592261910438538,0.12885479629039764,0.9655952453613281
6,0.13322347402572632,0.9611607193946838,0.10478414595127106,0.9704762101173401
7,0.12117654085159302,0.9649106860160828,0.100131556391716,0.9726190567016602
8,0.11586857587099075,0.9648809432983398,0.09392137825489044,0.9725000262260437
9,0.11277132481336594,0.9667261838912964,0.09869860112667084,0.9736904501914978
10,0.11308673024177551,0.9656845331192017,0.09292154014110565,0.9764285683631897
11,0.10348349064588547,0.9697916507720947,0.09003569930791855,0.9773809313774109
12,0.10431873798370361,0.9690178632736206,0.0889844298362732,0.9764285683631897
13,0.09916974604129791,0.9695237874984741,0.07816173136234283,0.9780952334403992
14,0.09618367999792099,0.9706845283508301,0.0764746367931366,0.979285717010498
15,0.09768109768629074,0.970297634601593,0.07952208817005157,0.979285717010498
16,0.09016765654087067,0.9737797379493713,0.083011195063591,0.9764285683631897
17,0.09394100308418274,0.9719642996788025,0.08407074958086014,0.9754762053489685
18,0.08832129091024399,0.9736904501914978,0.07456546276807785,0.9779762029647827
19,0.09256932884454727,0.9727380871772766,0.07092805206775665,0.9808333516120911
20,0.09360155463218689,0.9718452095985413,0.07554212957620621,0.9794047474861145
21,0.08375722914934158,0.9749107360839844,0.07081155478954315,0.9800000190734863
22,0.08691491931676865,0.9737499952316284,0.07337137311697006,0.9795238375663757
23,0.08501139283180237,0.9743750095367432,0.06650277227163315,0.9804762005805969
24,0.08608412742614746,0.9756547808647156,0.0777377039194107,0.9802380800247192
25,0.08701149374246597,0.9742559790611267,0.08286766707897186,0.9783333539962769
26,0.0855674296617508,0.9752083420753479,0.08217013627290726,0.9767857193946838
27,0.08381292223930359,0.9748511910438538,0.06778056919574738,0.9816666841506958
28,0.08439595997333527,0.9758928418159485,0.060897745192050934,0.982619047164917
29,0.08114384114742279,0.9763988256454468,0.07496821880340576,0.9785714149475098
30,0.08477479219436646,0.9754464030265808,0.07191580533981323,0.9819047451019287
31,0.08235907554626465,0.9759523868560791,0.06810732930898666,0.9819047451019287
32,0.07789532095193863,0.9776785969734192,0.06389712542295456,0.9811905026435852
33,0.08327376842498779,0.975565493106842,0.059776220470666885,0.9838095307350159
34,0.08132098615169525,0.9764285683631897,0.055347830057144165,0.9847618937492371
35,0.08315377682447433,0.9759226441383362,0.0650470182299614,0.982619047164917
36,0.07634294033050537,0.9777083396911621,0.06718989461660385,0.9821428656578064
37,0.07356984913349152,0.9789285659790039,0.07637480646371841,0.9775000214576721
38,0.07858636230230331,0.9780059456825256,0.05980444326996803,0.9836905002593994
39,0.08121635764837265,0.9767559766769409,0.05797428637742996,0.9827380776405334
40,0.07598166912794113,0.9780654907226562,0.06320416182279587,0.9828571677207947
41,0.07877994328737259,0.9780356884002686,0.06794954091310501,0.9791666865348816
42,0.07702706754207611,0.9768154621124268,0.06302288919687271,0.981071412563324
43,0.07582654803991318,0.9788392782211304,0.06549682468175888,0.9823809266090393
44,0.07266931980848312,0.9783035516738892,0.06263063102960587,0.9828571677207947
45,0.07313834875822067,0.9791368842124939,0.06012213975191116,0.9823809266090393
46,0.07774148136377335,0.9768750071525574,0.07059602439403534,0.9785714149475098
47,0.07482869178056717,0.979494035243988,0.05682675167918205,0.9838095307350159
48,0.07550426572561264,0.9784523844718933,0.06420233100652695,0.9827380776405334
49,0.07589469850063324,0.9776785969734192,0.06186436861753464,0.9825000166893005
