loss,accuracy,val_loss,val_accuracy,lr
0.8855156302452087,0.6981845498085022,0.16130782663822174,0.9649999737739563,0.0010000000474974513
0.3557378947734833,0.8892261981964111,0.10724718868732452,0.9714285731315613,0.0010000000474974513
0.28695619106292725,0.9105356931686401,0.1187542974948883,0.9747619032859802,0.0010000000474974513
0.2591026723384857,0.9190475940704346,0.08545486629009247,0.9764285683631897,0.0010000000474974513
0.23374037444591522,0.9282737970352173,0.06724622845649719,0.978690505027771,0.0010000000474974513
0.22922571003437042,0.930863082408905,0.08682623505592346,0.9784523844718933,0.0010000000474974513
0.21212008595466614,0.9337202310562134,0.07163305580615997,0.9809523820877075,0.0010000000474974513
0.2087300419807434,0.9364880919456482,0.06296126544475555,0.9838095307350159,0.0010000000474974513
0.20172393321990967,0.9391071200370789,0.069269560277462,0.9822618961334229,0.0010000000474974513
0.197874054312706,0.9398511648178101,0.057824209332466125,0.9847618937492371,0.0010000000474974513
0.19390207529067993,0.9402678608894348,0.05835605040192604,0.982619047164917,0.0010000000474974513
0.1898650974035263,0.9424107074737549,0.053056750446558,0.9850000143051147,0.0010000000474974513
0.18548916280269623,0.944345235824585,0.08033495396375656,0.9770237803459167,0.0010000000474974513
0.18887333571910858,0.9447916746139526,0.05659186840057373,0.9848809242248535,0.0010000000474974513
0.1804550141096115,0.944523811340332,0.06927311420440674,0.9807142615318298,0.0010000000474974513
0.1792280077934265,0.9468452334403992,0.06612604856491089,0.9804762005805969,0.0010000000474974513
0.17988520860671997,0.947857141494751,0.07580634951591492,0.9766666889190674,0.0010000000474974513
0.14783000946044922,0.9558035731315613,0.04653056710958481,0.9855952262878418,0.0004700000281445682
0.13887052237987518,0.9580357074737549,0.047960031777620316,0.9869047403335571,0.0004700000281445682
0.13307826220989227,0.959970235824585,0.045489709824323654,0.9870238304138184,0.0004700000281445682
0.13243220746517181,0.9608333110809326,0.04596880450844765,0.9872618913650513,0.0004700000281445682
0.13171979784965515,0.959940493106842,0.04592392221093178,0.9869047403335571,0.0004700000281445682
0.1347825974225998,0.9597321152687073,0.043104398995637894,0.9879761934280396,0.0004700000281445682
0.13165442645549774,0.9603273868560791,0.04414813220500946,0.9884523749351501,0.0004700000281445682
0.13001595437526703,0.9611607193946838,0.04576306790113449,0.988095223903656,0.0004700000281445682
0.12567394971847534,0.9625297784805298,0.04420251026749611,0.9871428608894348,0.0004700000281445682
0.12917424738407135,0.9615476131439209,0.045940473675727844,0.9858333468437195,0.0004700000281445682
0.12590380012989044,0.9628571271896362,0.04262978211045265,0.988095223903656,0.0004700000281445682
0.12689590454101562,0.9625297784805298,0.04528629779815674,0.9872618913650513,0.0004700000281445682
0.12071249634027481,0.9630952477455139,0.04901086166501045,0.9853571653366089,0.0004700000281445682
0.12010820209980011,0.9633333086967468,0.04027678444981575,0.9891666769981384,0.0004700000281445682
0.1266821026802063,0.9627678394317627,0.04527602717280388,0.9877380728721619,0.0004700000281445682
0.12092044204473495,0.9638392925262451,0.048204611986875534,0.9855952262878418,0.0004700000281445682
0.11678065359592438,0.9651785492897034,0.03906645253300667,0.9891666769981384,0.0004700000281445682
0.11992601305246353,0.963660717010498,0.045916926115751266,0.9871428608894348,0.0004700000281445682
0.1205974593758583,0.9633928537368774,0.04488984867930412,0.9871428608894348,0.0004700000281445682
0.11570244282484055,0.963869035243988,0.042053863406181335,0.9884523749351501,0.0004700000281445682
0.12705756723880768,0.9624106884002686,0.04141934588551521,0.9878571629524231,0.0004700000281445682
0.11737356334924698,0.9649702310562134,0.04105730354785919,0.9878571629524231,0.0004700000281445682
0.10267063230276108,0.9686607122421265,0.03851642459630966,0.9904761910438538,0.00022090000857133418
0.10144607722759247,0.9702380895614624,0.034026410430669785,0.9908333420753479,0.00022090000857133418
0.10328962653875351,0.9682738184928894,0.036165766417980194,0.9904761910438538,0.00022090000857133418
0.09552006423473358,0.9708928465843201,0.0393313430249691,0.9885714054107666,0.00022090000857133418
0.09735459834337234,0.9706249833106995,0.0373937264084816,0.9895238280296326,0.00022090000857133418
0.09563460946083069,0.9698511958122253,0.03686414659023285,0.9902380704879761,0.00022090000857133418
0.09614774584770203,0.9711011648178101,0.03724086284637451,0.9898809790611267,0.00022090000857133418
0.09435167163610458,0.9719047546386719,0.035487059503793716,0.989642858505249,0.00010382300388300791
0.09321686625480652,0.9717857241630554,0.03939355909824371,0.9891666769981384,0.00010382300388300791
0.09426738321781158,0.9707440733909607,0.03688840940594673,0.9900000095367432,0.00010382300388300791
0.09010004997253418,0.9717261791229248,0.03488490357995033,0.991428554058075,0.00010382300388300791
0.08745511621236801,0.9733333587646484,0.03506053611636162,0.991190493106842,0.00010382300388300791
0.08687632530927658,0.9741964340209961,0.03459238260984421,0.9910714030265808,4.999999873689376e-05
0.08155927807092667,0.9750893115997314,0.03535114973783493,0.991190493106842,4.999999873689376e-05
0.0881667360663414,0.9733333587646484,0.03523537889122963,0.9910714030265808,4.999999873689376e-05
0.08247803896665573,0.9748214483261108,0.035510145127773285,0.9908333420753479,4.999999873689376e-05
0.08718795329332352,0.9735416769981384,0.03476812317967415,0.9909523725509644,4.999999873689376e-05
0.08366143703460693,0.9746130704879761,0.0350172221660614,0.9916666746139526,4.999999873689376e-05
0.08539967238903046,0.9741071462631226,0.035160794854164124,0.991428554058075,4.999999873689376e-05
0.08031204342842102,0.9757440686225891,0.03519139066338539,0.9907143115997314,4.999999873689376e-05
0.08263112604618073,0.9748511910438538,0.03509758040308952,0.9905952215194702,4.999999873689376e-05
0.08323926478624344,0.9739285707473755,0.033501747995615005,0.9917857050895691,4.999999873689376e-05
0.07989183068275452,0.9762797355651855,0.03438137471675873,0.9908333420753479,4.999999873689376e-05
0.08245890587568283,0.9748809337615967,0.032875481992959976,0.991190493106842,4.999999873689376e-05
